,Age,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Nationality_African,Nationality_American,Nationality_Asian,Nationality_Australian,Nationality_European,Fee Structure_High,Fee Structure_Low,Fee Structure_Mid,Loyalty Classification_Gold,Loyalty Classification_Jade,Loyalty Classification_Platinum,Loyalty Classification_Silver,Income Band_Low,Income Band_Mid,Income Band_High
519,44,89651.54,34484.4,1,1441.04,75730.25,227310.08,237642.36,73669.13,8620.43,663583.24,0,2,2,2,10,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
520,18,125518.16,14427.0,2,1341.36,309039.84,246783.28,120820.98,170306.17,9985.25,842949.5,3,2,3,2,11,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
521,38,212433.24,12492.15,1,5253.34,1302281.95,1339990.63,304543.32,575586.88,68816.64,1344634.39,1,2,3,1,12,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
522,26,432392.22,57262.6,2,583.85,1484948.05,1553625.54,797807.71,589817.84,27489.31,2376662.16,2,4,3,2,13,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
523,83,309505.88,14034.0,1,8138.58,138266.1,1685740.7,309878.81,948229.14,20744.76,1508293.38,1,3,3,1,14,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
524,34,245839.9,5995.99,2,3888.98,45681.04,133610.01,96496.12,178097.2,23080.23,453420.75,3,3,3,1,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
525,19,123010.61,13183.65,1,1710.86,406604.23,451472.92,256626.71,120234.37,404.84,641971.19,0,2,3,1,16,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
526,79,332853.44,11742.18,2,2923.25,195457.28,128811.01,62105.31,124256.62,15412.03,406706.78,3,5,3,1,17,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
527,24,225155.26,15855.07,2,4199.22,257892.89,556022.7,529545.43,132386.36,5119.55,1010955.11,0,2,4,2,18,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
528,70,191832.93,61192.8,1,3854.45,1131108.23,991058.22,444267.48,233753.04,29654.82,209853.4,0,4,4,1,19,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
529,75,114845.02,37392.43,1,3797.9,328327.14,215160.77,92499.02,86868.65,55163.63,1542433.19,0,2,1,1,20,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
530,56,204170.6,18233.8,1,4209.73,902243.04,244609.52,86456.81,139343.08,38402.73,773583.49,1,2,2,2,21,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
531,17,149316.84,26054.4,1,1924.06,232953.77,184556.23,57942.07,86162.01,720.34,973020.79,3,2,3,2,22,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
532,59,114353.96,8347.6,2,4164.17,47289.2,974941.36,441973.42,168469.87,50440.46,735249.72,3,1,4,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
533,83,127319.91,21277.3,1,2700.11,498813.28,1415618.53,713052.3,167777.01,35231.19,716817.82,3,2,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
534,56,268515.98,56615.26,1,1876.91,1115686.02,117731.25,81265.82,21087.44,78395.67,1528818.09,1,5,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
535,30,117611.36,59393.1,1,2597.41,672728.62,897649.48,407181.21,424949.11,38196.19,1310004.48,2,3,1,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
536,67,338354.24,41769.3,1,3435.55,702584.28,1354185.49,837320.8,237654.39,6855.6,2041772.58,3,3,2,1,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
537,72,433576.04,24844.02,1,4593.75,1058012.16,0.0,0.0,0.0,57862.07,1484760.1,0,5,2,1,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
538,65,21648.31,5792.85,2,879.53,271617.04,130679.29,196018.94,30989.66,13377.72,372718.74,2,1,3,2,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
539,22,201624.36,35242.02,1,2743.77,215325.36,114548.56,50579.89,108984.78,27108.91,1162702.65,0,2,3,1,11,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
540,50,191665.95,18891.32,1,5542.4,703944.56,963737.05,323643.04,486543.37,50868.08,1134052.33,0,2,3,1,12,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
541,61,68974.16,46500.62,1,6257.07,488280.26,492769.95,174853.85,138770.38,78995.16,1671574.93,2,2,3,1,13,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
542,32,158182.07,8128.0,1,2537.22,385054.21,670840.54,647970.98,93765.21,34929.1,901834.14,2,2,3,2,14,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
543,64,363674.06,48830.25,1,2388.75,547854.38,1958573.44,423051.86,697722.2,32338.13,1639786.88,1,3,3,2,15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
544,37,116995.3,25803.76,3,5173.26,835236.67,467665.09,92167.57,171943.73,37405.29,184692.58,0,1,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
545,49,312678.89,36217.49,2,2410.0,232904.13,318996.72,343071.94,142344.76,8041.33,324524.37,2,2,4,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
546,29,179214.85,7625.84,1,4830.41,133589.16,1098831.53,573303.4,171672.52,19661.03,688949.1,0,2,4,2,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
547,67,92257.22,3185.82,1,2855.84,188851.16,551246.28,235483.85,320686.19,25738.59,458120.62,0,1,1,2,4,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
548,61,371154.58,27938.35,2,1606.86,643011.9,101813.11,89086.47,43426.12,48379.28,878224.36,3,3,2,2,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
549,29,90996.1,53228.44,1,4652.99,202183.17,508705.43,337675.15,105907.21,40222.77,2156323.49,2,5,3,1,6,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
550,84,88363.59,2396.82,1,4651.1,289513.41,313284.24,162907.8,23433.66,42386.18,463309.95,1,2,4,2,7,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
551,74,49932.69,27622.72,1,380.63,639697.94,656176.23,136348.31,162254.49,45820.47,1040900.38,1,1,1,1,8,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
552,34,217568.28,20333.25,1,877.74,754059.63,346491.26,99403.23,193836.3,69407.65,1110975.18,2,2,1,1,9,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
553,81,64664.68,10189.44,1,968.6,63620.52,88598.22,99021.55,52290.32,12236.36,174457.22,2,1,1,2,10,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
554,29,273943.45,31529.82,1,1735.8,709346.36,1901203.15,494621.96,914432.35,57452.88,2461660.77,3,3,2,2,11,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
555,18,31135.26,7688.4,1,3017.7,259726.36,613385.93,273484.17,124239.95,17087.41,704282.06,0,1,2,2,12,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
556,54,254494.36,28591.68,1,2549.5,392579.25,151853.66,154831.19,165788.47,22964.73,198653.66,1,2,3,1,13,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
557,73,301258.44,12422.76,1,2728.29,431187.11,1924837.54,757516.71,503686.52,10385.91,1011038.99,0,2,3,1,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
558,62,116857.26,3676.32,1,288.77,289385.84,119417.93,115300.07,91498.84,19688.07,242944.54,2,2,3,2,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
559,54,168841.7,9931.54,1,5870.18,581815.01,827479.83,282554.09,770161.72,10222.15,630789.23,0,3,3,1,16,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
560,38,174354.27,32175.99,1,6250.49,1083317.8,701987.99,277100.52,267555.95,50204.33,1048697.69,3,2,3,1,17,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
561,63,439025.4,54862.2,1,6432.64,1677910.01,2905686.93,1400582.91,820908.82,81009.76,3062598.12,1,4,3,2,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
562,75,99734.47,20219.16,1,1499.05,99562.41,63984.19,43841.02,49267.83,3357.81,302583.13,3,1,3,1,19,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
563,78,198219.34,31234.98,1,585.38,76295.12,52060.33,41834.2,27099.26,5796.5,848195.36,2,2,4,1,20,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
564,66,284185.89,34633.17,1,3059.08,1385576.54,1508181.39,807954.32,657136.18,37926.4,930352.65,1,3,4,2,21,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
565,39,41393.51,8353.92,1,484.86,449273.68,303063.2,288631.62,38965.27,21848.92,385764.69,1,1,1,1,22,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
566,44,110634.59,53911.08,1,6032.99,863656.13,491522.76,419087.83,86508.01,51942.28,1249293.59,1,2,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
567,85,246173.17,28755.55,1,3498.32,111984.44,549814.17,212663.97,223400.91,440.06,696573.12,2,5,3,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
568,52,174156.78,6242.74,2,4121.76,1064873.47,1500152.07,767253.35,234298.56,46303.85,1242500.61,3,2,4,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
569,81,113018.14,35999.6,1,6200.6,823329.6,1043861.98,260965.5,798554.41,40144.8,417688.24,0,4,1,1,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
570,79,72256.1,21380.34,1,635.38,509627.05,532457.6,344531.39,352361.65,35000.37,353693.91,2,2,1,1,8,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
571,71,374660.44,62933.94,3,567.01,592185.88,315905.16,201525.71,401471.88,38412.61,625771.84,2,5,1,2,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
572,45,262363.69,21253.22,2,1165.08,129564.52,1133682.34,441539.44,646556.94,37874.81,1164877.5,3,2,2,2,10,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
573,58,34741.08,32926.04,1,1372.07,446377.44,992941.98,623883.9,277760.14,16752.75,601552.97,0,2,2,1,11,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
574,22,149332.86,16450.96,1,1940.05,201418.13,1035073.84,509812.49,299398.97,26369.94,275078.5,1,1,3,2,12,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
575,85,159587.32,16346.17,1,2095.24,257156.83,390039.92,225812.58,70959.89,61461.54,1604851.07,2,2,3,2,13,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
576,76,222608.88,12398.02,3,2320.55,527901.26,980906.31,233166.25,456684.25,21955.57,1248832.59,2,2,3,2,14,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
577,38,217266.49,55805.05,1,1420.2,1286734.3,1637696.36,706919.29,282767.72,78752.72,723093.01,1,3,3,1,15,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
578,18,357820.76,13509.99,1,3730.92,1385344.94,63685.81,25208.97,43186.94,12373.17,890352.0,2,3,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
579,23,185224.44,48836.08,1,986.24,2266543.62,2937041.97,766184.86,1661769.83,98676.04,1273737.97,2,4,3,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
580,83,89464.3,11944.34,1,4591.15,414692.23,837966.41,309402.98,402223.87,19344.38,291862.14,0,1,3,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
581,21,181394.41,23975.46,1,1649.97,755733.21,597364.28,251272.28,113641.44,51140.22,1550187.98,2,2,4,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
582,75,241627.68,31251.2,2,8747.66,1763699.11,2134158.43,684234.0,1096077.71,57034.26,1030468.01,1,3,4,2,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
583,59,343910.39,62158.49,1,798.09,817278.61,523535.7,243333.49,390292.17,583.24,1448323.01,3,4,1,2,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
584,64,109843.19,37048.72,3,6149.44,1210157.2,1938117.36,689108.39,537504.55,3250.07,758862.7,3,2,2,1,7,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
585,34,90493.26,41330.25,1,1471.26,120713.72,228001.87,120000.99,156801.29,30259.85,717355.8,3,2,3,1,8,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
586,47,215401.05,59875.7,2,882.92,363645.44,463032.46,469045.87,105835.99,53088.46,402108.44,0,4,4,2,9,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
587,61,95682.13,11891.65,2,1225.69,77092.06,718547.05,185431.5,322650.81,60605.51,638532.99,2,1,1,2,10,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
588,40,79374.2,12797.46,3,3435.78,308861.23,679198.46,284203.61,233046.96,2706.61,570277.46,0,1,1,1,11,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
589,35,401144.86,58665.36,1,5276.19,384347.67,398228.09,193732.59,292751.46,19834.32,1387979.56,2,3,1,1,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
590,60,390058.27,30999.6,1,2550.99,121180.0,590538.47,624283.52,267598.29,39935.45,834960.88,0,3,2,2,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
591,58,282275.52,32380.2,2,3753.34,521029.7,349786.13,377400.82,60476.18,10875.14,0.0,1,2,2,2,14,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
592,34,261816.27,28229.28,1,4348.32,1836558.92,519403.27,133267.94,179262.47,40575.97,813538.43,3,2,3,2,15,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
593,50,118810.16,22807.6,2,1707.58,283417.37,428988.19,225493.79,214164.11,29332.68,622683.05,2,1,3,1,16,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
594,44,268884.36,12529.68,2,3547.47,231498.18,446067.71,388879.54,157381.84,15193.64,754235.32,2,3,3,2,17,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
595,33,335526.8,62567.0,1,5215.82,1099840.76,2704170.35,712727.07,1452705.47,81626.47,1591725.84,3,4,3,1,18,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
596,66,71153.12,3357.99,2,1652.2,262372.62,411362.4,103676.7,223841.34,660.55,698882.86,1,1,3,2,19,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
597,38,153042.86,11321.52,1,3839.02,1043974.9,768909.47,273390.03,352445.32,4800.95,287682.6,2,2,3,1,20,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
598,58,117573.89,29474.28,1,7522.91,1475007.59,1053001.48,369336.34,295704.82,46731.9,2048937.8,0,3,3,1,21,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
599,79,219948.15,32740.68,1,4198.32,217839.18,223869.04,125260.06,168088.34,7758.07,644919.11,0,4,4,2,22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
600,30,389746.08,35218.4,1,2219.9,386539.66,1252407.57,399704.54,405478.05,51611.64,1909063.3,3,3,4,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
601,59,222185.79,44354.07,1,3824.24,865214.18,1023932.01,404810.33,353931.23,23356.99,1331501.65,2,2,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
602,61,46631.31,21327.57,3,3706.79,151883.94,204987.25,56405.89,66558.95,18299.42,715134.11,2,1,2,2,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
603,23,45899.16,29179.06,1,1080.37,240303.96,93779.23,93779.23,30313.5,15891.17,47541.64,2,1,3,2,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
604,73,213562.55,39890.12,1,4447.33,356462.12,0.0,0.0,0.0,40259.33,521049.18,1,3,4,2,8,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
605,42,62265.14,20300.16,1,2802.88,141136.94,565013.46,239239.93,275176.83,11120.96,583342.47,1,1,1,2,9,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
606,65,77385.85,2471.85,3,2914.84,428019.96,414347.0,260712.72,143391.99,526.26,745917.63,2,2,1,1,10,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
607,29,136921.89,23715.42,1,954.86,345598.39,111513.23,46463.85,87816.67,476.61,415285.4,0,1,1,1,11,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
608,20,121124.02,53804.4,1,7657.79,370608.78,1292973.24,317572.37,440971.92,43959.38,507670.96,2,3,2,1,12,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
609,54,46065.04,15053.6,1,639.27,286540.1,826638.75,173663.6,609559.24,18316.96,1111305.78,1,1,2,1,13,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
610,82,260944.03,21134.01,1,327.85,500216.98,298094.81,343955.55,81402.81,32642.73,904332.08,2,2,3,1,14,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
611,46,226151.9,6668.46,1,1245.08,446679.55,86326.27,117157.09,42546.52,2120.34,756362.75,3,2,3,1,15,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
612,58,126577.5,7851.0,1,5217.3,1203236.1,181465.92,37805.4,100940.42,56313.9,1055124.0,1,3,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
613,32,249185.87,24091.08,3,4896.61,1252227.23,2569398.61,1275715.39,359536.13,33250.07,481759.11,3,3,3,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
614,28,205494.12,14821.2,1,311.45,1886976.73,2365411.67,1544359.69,246315.6,33050.06,1779026.34,3,4,3,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
615,37,27514.69,6758.0,1,472.39,72751.46,379435.57,289466.31,104755.51,19041.59,367893.84,1,1,3,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
616,66,292770.14,50378.4,2,2913.12,207917.14,359098.54,410398.33,60533.75,20133.29,437118.7,0,2,3,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
617,17,198096.2,11072.16,2,6595.85,114777.98,917484.85,732223.49,121478.52,20052.03,1698348.54,0,4,4,2,6,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
618,57,362306.18,44052.2,2,7059.63,964779.41,2774465.91,1439912.69,164360.77,23523.13,1068649.97,0,3,4,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
619,78,139988.22,11940.28,1,2725.87,935799.48,124273.65,26695.82,36600.89,26586.85,269082.0,1,2,3,2,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
620,57,33068.7,33989.4,1,278.62,55472.27,96495.57,28319.35,88817.88,30365.66,256321.89,3,2,1,2,9,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
621,64,174802.46,65530.92,1,6168.37,955717.01,1776637.42,448471.58,1225362.35,50727.61,499975.5,2,4,2,1,10,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
622,83,61636.21,16324.7,3,3175.48,287448.7,103147.24,58137.53,26368.18,9625.77,99371.97,1,1,3,2,11,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
623,72,95092.11,21094.15,1,6448.99,101219.03,677319.49,338659.74,242851.81,23398.06,203476.06,3,2,4,2,12,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
624,18,137228.52,44184.4,1,1433.48,508536.52,115188.95,57594.48,171290.24,7320.46,900304.47,1,2,1,2,13,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
625,22,86940.95,12303.9,2,2040.85,216689.7,566112.05,210537.54,149247.72,5029.06,372413.2,0,1,1,2,14,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
626,77,248004.44,33819.76,1,577.38,189579.46,1052953.51,579477.77,85225.63,13528.13,2192573.71,2,2,1,2,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
627,21,220337.08,25245.46,1,1881.86,744311.0,353911.49,109834.6,178176.13,13489.86,512965.6,1,2,2,1,16,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
628,50,338674.04,61516.2,1,344.33,67113.14,295854.26,309942.56,122943.88,621.72,952042.96,1,4,2,2,17,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
629,31,359289.6,68461.12,1,1015.11,993970.51,964151.4,815055.82,203962.75,38662.26,1492177.87,0,4,3,1,18,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
630,40,172210.31,13336.37,1,6019.43,1691022.41,1119262.6,613521.72,116403.31,23747.59,848784.54,3,3,3,1,19,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
631,49,373315.24,55703.79,1,4560.0,1006783.09,688411.85,479567.81,323321.52,62882.58,510841.34,2,3,3,1,20,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
632,29,238756.39,33685.52,1,6721.44,75127.98,254032.81,184508.04,50565.9,47314.26,703736.44,0,4,3,2,21,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
633,62,136993.01,26132.34,2,2899.87,328610.74,550592.01,308665.22,78083.96,27069.73,708248.46,3,1,3,1,22,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
634,59,104969.77,16207.79,1,4486.6,204480.31,1087915.49,566160.1,440605.77,57773.66,191774.98,2,4,3,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
635,18,55803.05,4509.56,2,2337.38,796661.79,1011369.95,423364.17,411133.65,35180.98,716234.57,3,2,3,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
636,59,59987.49,13287.68,1,920.08,897469.78,354030.9,130256.65,242444.37,17771.2,1437562.08,2,2,4,1,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
637,34,70501.02,2847.8,1,1113.16,137866.3,190187.84,90959.4,180981.64,12921.86,371348.18,0,1,4,1,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
638,37,59768.75,15256.25,1,1294.0,116161.0,106658.24,46662.98,99658.79,13589.2,137838.0,3,1,3,1,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
639,70,126495.38,26566.69,1,2357.38,298416.4,264490.46,188281.34,215806.28,15867.16,520962.55,3,1,1,1,9,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
640,34,446770.81,20431.73,2,1504.63,866230.45,3890598.08,1969923.08,482631.15,49155.13,1156672.62,2,4,2,1,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
641,82,303829.69,13388.07,1,2446.86,314467.32,59044.12,20410.31,30440.52,29712.24,899282.95,2,2,3,2,11,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
642,60,56861.37,20159.04,3,324.05,657736.0,1206135.0,705282.33,316865.98,16297.03,1656805.0,3,2,4,2,12,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
643,70,266959.84,24591.7,2,5225.56,628014.58,646178.74,576945.31,173083.59,941.98,509266.8,1,2,1,1,13,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
644,49,162388.33,17051.4,1,418.61,230956.27,762328.25,418221.75,65591.99,459.43,1244204.71,2,2,1,1,14,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
645,80,152605.64,16132.62,2,1094.21,283293.42,370664.48,248563.24,195013.12,25294.88,265156.75,2,1,1,2,15,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
646,24,455859.89,20830.1,1,5386.42,807653.9,506526.41,168842.14,243793.36,65502.67,524468.24,0,4,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
647,43,244722.66,58019.35,1,5268.25,805464.63,335673.0,160539.26,293349.01,20436.52,1591663.47,0,5,2,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
648,68,145929.0,9192.0,2,209.58,642987.72,528116.25,413585.02,211564.64,39254.44,207783.03,3,2,3,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
649,18,340620.92,13051.75,2,1957.85,361330.66,408152.38,344818.39,190213.08,12113.47,1014594.79,2,3,3,1,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
650,36,87756.88,13734.0,1,611.0,378562.6,127377.06,66138.09,29860.12,20495.02,86328.58,2,1,3,2,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
651,69,143783.2,9774.29,1,1838.16,222209.05,540814.57,373162.05,139151.59,15997.32,784376.32,0,1,3,1,6,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
652,28,94100.43,17554.86,1,699.99,90544.73,650368.82,218658.48,355684.47,12835.21,273553.43,1,1,3,1,7,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
653,41,247280.35,17404.41,2,2403.72,143660.95,192955.96,291254.28,59707.13,15073.39,400699.72,0,2,3,1,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
654,74,331759.84,31363.64,1,2218.1,1000954.99,475504.33,324461.78,279596.55,51420.14,835541.25,3,3,3,1,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
655,63,67646.56,1606.25,1,1407.58,270694.94,27280.61,13010.75,14479.71,8318.7,238537.0,3,1,4,1,10,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
656,19,345696.55,10441.06,3,1818.71,717055.82,147698.37,113349.91,61895.92,5289.0,471020.0,3,3,4,1,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
657,33,112870.08,32374.2,1,799.18,900385.93,1435680.24,396419.17,526487.51,28185.83,1417066.08,1,2,1,2,12,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
658,80,163505.32,32595.12,2,4321.13,768675.87,1230159.33,299786.73,447715.97,55078.0,1126976.28,1,2,2,2,13,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
659,46,221165.78,21311.16,1,7306.48,782563.02,2140190.29,781992.61,430644.7,20385.46,1253848.32,2,2,3,1,14,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
660,81,91667.36,22934.1,2,4658.15,257599.6,945239.66,462564.09,110143.88,38451.05,1143777.05,2,1,4,2,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
661,36,64318.5,22468.5,1,5126.54,535407.39,131688.7,55760.08,38355.82,33785.07,386056.89,3,2,1,2,16,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
662,69,47528.21,20520.08,1,5525.3,159111.39,936383.12,664271.79,170069.58,56265.96,705328.04,2,2,1,2,17,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
663,31,69757.28,46121.02,2,3893.16,438835.91,287835.91,113512.75,251025.34,14741.62,354068.52,2,2,1,2,18,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
664,76,89384.26,9857.4,1,4683.42,283922.73,99189.09,48933.28,18052.41,51384.06,608804.28,1,1,2,1,19,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
665,73,137924.08,17677.2,1,3310.24,613845.52,269797.11,158704.18,168226.43,20991.26,868018.98,3,1,2,1,20,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
666,46,54579.53,41182.7,2,4508.17,825130.85,1168651.99,332461.34,647997.38,53996.2,1012159.8,0,2,3,2,21,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
667,58,124234.27,8070.03,1,1035.86,153164.13,336228.37,205794.95,90781.66,20133.1,674567.26,2,1,3,2,22,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
668,65,223989.18,8430.24,3,5969.46,637300.87,532843.85,146038.69,243687.25,4696.38,930966.78,1,3,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
